state,township,name,contact,street,Category
Yangon Region,Mayangone,Saw Lwin," 09254249282, 098630749","192, Yangon-Insein Rd., Near Kha Wei Chan Bus Stop, Ward (2),",Equipment & Supplies
Yangon Region,Mayangone,Saw Lwin," 09254249282, 098630749","192, Yangon-Insein Rd., Near Kha Wei Chan Bus Stop, Ward (2),",Equipment & Supplies
Yangon Region,Mayangone,Sa Sa," 0973136562, 0973202390","80, Rm 8, Yangon-Insein Rd., No(3) Mining Office Compound, Ward (3),",Equipment & Supplies
Yangon Region,Mayangone,Sa Sa," 0973136562, 0973202390","80, Rm 8, Yangon-Insein Rd., No(3) Mining Office Compound, Ward (3),",Equipment & Supplies
Yangon Region,Tarmwe,Pyit Tine Htaung," 0973065887, 095088654","145/C, Lay Daunt Kan Rd., Tarmway Lay Ward,",Equipment & Supplies
Yangon Region,Tarmwe,Pyit Tine Htaung," 0973065887, 095088654","145/C, Lay Daunt Kan Rd., Tarmway Lay Ward,",Equipment & Supplies
Yangon Region,Hlaing Thar Yar,R-Kar," 095086672, 095413753, 0973206297","Bldg 4, Rm 402, Kyan Sit Thar St., Aung Myay Thar Yar Shop House, Ward (6),",Equipment & Supplies
Yangon Region,Hlaing Thar Yar,R-Kar," 095086672, 095413753, 0973206297","Bldg 4, Rm 402, Kyan Sit Thar St., Aung Myay Thar Yar Shop House, Ward (6),",Equipment & Supplies
Yangon Region,North Okkalapa ,Pyi Myanmar," 09425029493, 09400536720, 09400536729, 09454115816","353, Thudhamar Rd., Za Gwel Ward,",Equipment & Supplies
Yangon Region,North Okkalapa ,Pyi Myanmar," 09425029493, 09400536720, 09400536729, 09454115816","353, Thudhamar Rd., Za Gwel Ward,",Equipment & Supplies
Yangon Region,Mayangone,Sann Star," 095174243, 0973201367, 09421154263, 09420071434","329, Tapin Shwe Htee St., Corner of Thamaing Butar Yon Rd.,Ward (1),",Equipment & Supplies
Yangon Region,Mayangone,Sann Star," 095174243, 0973201367, 09421154263, 09420071434","329, Tapin Shwe Htee St., Corner of Thamaing Butar Yon Rd.,Ward (1),",Equipment & Supplies
Yangon Region,Kamayut,Royal Myanmar Engineering," 0973148284, 095041302, 09421107669","184/A, Baho Rd., Ward (1),",Equipment & Supplies
Yangon Region,Kamayut,Royal Myanmar Engineering," 0973148284, 095041302, 09421107669","184/A, Baho Rd., Ward (1),",Equipment & Supplies
Yangon Region,North Dagon,Pyae Sone," 0943081473, 09421757768","49/50, Rm 6, Bo Hmu Ba Htoo Rd., Near Khay Mar Bus Stop, Ward (42),",Equipment & Supplies
Yangon Region,North Dagon,Pyae Sone," 0943081473, 09421757768","49/50, Rm 6, Bo Hmu Ba Htoo Rd., Near Khay Mar Bus Stop, Ward (42),",Equipment & Supplies
Yangon Region,Bahan,Pyae Wa," 01543650, 01707537, 09440150450","75, Banyar Dala Rd., Near Shin Par Ku Hospital, Bo Cho Ward (2),",Equipment & Supplies
Yangon Region,Bahan,Pyae Wa," 01543650, 01707537, 09440150450","75, Banyar Dala Rd., Near Shin Par Ku Hospital, Bo Cho Ward (2),",Equipment & Supplies
Yangon Region,Kamayut,Pyae Sone," 0941008688, 0943124479","126, Baho Rd., Ward (3),",Equipment & Supplies
Yangon Region,Kamayut,Pyae Sone," 0941008688, 0943124479","126, Baho Rd., Ward (3),",Equipment & Supplies
Yangon Region,Mingalardon,"Shwe Aung Naing Industrial Co.,Ltd."," 0943116886, 09261777858, 09261777868","192, 10th St., Yangon Industrial Zone,",Equipment & Supplies
Yangon Region,Mingalardon,"Shwe Aung Naing Industrial Co.,Ltd."," 0943116886, 09261777858, 09261777868","192, 10th St., Yangon Industrial Zone,",Equipment & Supplies
Yangon Region,Mayangone,Shining Star," 095029535, 09795499657, 09795499658","Bldg A, Rm 119, G Flr, Baho Rd., Muditar Condo,",Equipment & Supplies
Yangon Region,Mayangone,Shining Star," 095029535, 09795499657, 09795499658","Bldg A, Rm 119, G Flr, Baho Rd., Muditar Condo,",Equipment & Supplies
Yangon Region,South Dagon,Sein Zarmani," 09421744223, 09975828850","1223, Rm A, Hlaw Gar Rd., Near Gate Haung Bus Stop, Ward (70),",Equipment & Supplies
Yangon Region,South Dagon,Sein Zarmani," 09421744223, 09975828850","1223, Rm A, Hlaw Gar Rd., Near Gate Haung Bus Stop, Ward (70),",Equipment & Supplies
Yangon Region,Tarmwe,Sein Ngwe & Sons," 09785082070, 095082070","39, Thamain Bayan Rd., Nat Chaung Ward,",Equipment & Supplies
Yangon Region,Tarmwe,Sein Ngwe & Sons," 09785082070, 095082070","39, Thamain Bayan Rd., Nat Chaung Ward,",Equipment & Supplies
Yangon Region,Lanmadaw,Shan Htate Tan," 01220152, 0973106810","58, 7th St.,",Equipment & Supplies
Yangon Region,Lanmadaw,Shan Htate Tan," 01220152, 0973106810","58, 7th St.,",Equipment & Supplies
Yangon Region,Tarmwe,Sein Ngwe & Sons," 095106013, 095065431, 095082070, 09401602618, 09785082070","8, East Race Course Rd., Tarmway Gyee (Kha) Ward,",Equipment & Supplies
Yangon Region,Tarmwe,Sein Ngwe & Sons," 095106013, 095065431, 095082070, 09401602618, 09785082070","8, East Race Course Rd., Tarmway Gyee (Kha) Ward,",Equipment & Supplies
Yangon Region,Pabedan,Seven Star," 095108329, 01384076, 0973161628, 09420010134","20, Kon Zay Dan St., Lower Middle Block,",Equipment & Supplies
Yangon Region,Pabedan,Seven Star," 095108329, 01384076, 0973161628, 09420010134","20, Kon Zay Dan St., Lower Middle Block,",Equipment & Supplies
Yangon Region,Kamayut,Shine," 0943068410, 0949230146","139, Baho Rd., Ward (3),",Equipment & Supplies
Yangon Region,Kamayut,Shine," 0943068410, 0949230146","139, Baho Rd., Ward (3),",Equipment & Supplies
Yangon Region,Mayangone,Shwe Nadi," 098635877, 09420252958","498, Thamaing Butar Yon Rd., Ward (1),",Equipment & Supplies
Yangon Region,Mayangone,Shwe Nadi," 098635877, 09420252958","498, Thamaing Butar Yon Rd., Ward (1),",Equipment & Supplies
Yangon Region,Insein,"Sein Kyal [Family Diamond Star Trading Co.,Ltd.]"," 01646734, 095116987, 095163639","93 Shed, Rm 13/14, Pearl St., Sawbwargyi Gone Warehouses,",Equipment & Supplies
Yangon Region,Insein,"Sein Kyal [Family Diamond Star Trading Co.,Ltd.]"," 01646734, 095116987, 095163639","93 Shed, Rm 13/14, Pearl St., Sawbwargyi Gone Warehouses,",Equipment & Supplies
Yangon Region,North Okkalapa ,Shwe Moe," 09400551396, 09788485906","530, Thudhamar Rd., Za Gwel Ward,",Equipment & Supplies
Yangon Region,North Okkalapa ,Shwe Moe," 09400551396, 09788485906","530, Thudhamar Rd., Za Gwel Ward,",Equipment & Supplies
Yangon Region,Mingalardon,Shwe Lar, 0931630929,"Rm 7/E, Wireless St., Pyi Daw Thar Ward,",Equipment & Supplies
Yangon Region,Mingalardon,Shwe Lar, 0931630929,"Rm 7/E, Wireless St., Pyi Daw Thar Ward,",Equipment & Supplies
Yangon Region,Pabedan,Shwe Bon Thar," 01389959, 01243841","48, 28th St., Lower Middle Block,",Equipment & Supplies
Yangon Region,Pabedan,Shwe Bon Thar," 01389959, 01243841","48, 28th St., Lower Middle Block,",Equipment & Supplies
Yangon Region,Pabedan,Shwe Dingar," 01253243, 01254954, 095016154","42/B/61/A, 27th St., Lower Middle Block,",Equipment & Supplies
Yangon Region,Pabedan,Shwe Dingar," 01253243, 01254954, 095016154","42/B/61/A, 27th St., Lower Middle Block,",Equipment & Supplies
Yangon Region,Pabedan,Shwe Bon Thar," 01243841, 0973049055, 09421017123","170, Shwe Bon Tha St., Upper Middle Block,",Equipment & Supplies
Yangon Region,Pabedan,Shwe Bon Thar," 01243841, 0973049055, 09421017123","170, Shwe Bon Tha St., Upper Middle Block,",Equipment & Supplies
Yangon Region,South Dagon,Shwe Man," 018100262, 01590979, 095132789, 095149567, 0973141811","58, Chin Dwin St., Industrial Zone(2),",Equipment & Supplies
Yangon Region,South Dagon,Shwe Man," 018100262, 01590979, 095132789, 095149567, 0973141811","58, Chin Dwin St., Industrial Zone(2),",Equipment & Supplies
Yangon Region,Tarmwe,"Shwe Aung Naing Industrial Co.,Ltd.", 09261200003 ~ 5,"8/10, South Race Course Rd., Tarmway Gyee (Kha) Ward,",Equipment & Supplies
Yangon Region,Tarmwe,"Shwe Aung Naing Industrial Co.,Ltd.", 09261200003 ~ 5,"8/10, South Race Course Rd., Tarmway Gyee (Kha) Ward,",Equipment & Supplies
Yangon Region,Bahan,Shwe Yee Oo," 01543478, 095407980","5, West Race Course Rd., Near Tarmway Roundabout, Bo Sein Hman Ward,",Equipment & Supplies
Yangon Region,Bahan,Shwe Yee Oo," 01543478, 095407980","5, West Race Course Rd., Near Tarmway Roundabout, Bo Sein Hman Ward,",Equipment & Supplies
Yangon Region,Bahan,Soe Hlaing [Ko] & Brothers," 09450038475, 09255869001","29/A, West Race Course Rd., Bo Sein Hman Ward,",Equipment & Supplies
Yangon Region,Bahan,Soe Hlaing [Ko] & Brothers," 09450038475, 09255869001","29/A, West Race Course Rd., Bo Sein Hman Ward,",Equipment & Supplies
Yangon Region,North Okkalapa ,Shwe Taung," 09400551378, 0932774105","Rm 2, Thudhamar Rd., B.E.H.S (3) Shop Room, Nya Ward,",Equipment & Supplies
Yangon Region,North Okkalapa ,Shwe Taung," 09400551378, 0932774105","Rm 2, Thudhamar Rd., B.E.H.S (3) Shop Room, Nya Ward,",Equipment & Supplies
Yangon Region,Hlaing Thar Yar,Shwe Yee, 09258022225,"Bldg B/87, Rm 2, Kyan Sit Thar St., Nawaday Shop House,",Equipment & Supplies
Yangon Region,Hlaing Thar Yar,Shwe Yee, 09258022225,"Bldg B/87, Rm 2, Kyan Sit Thar St., Nawaday Shop House,",Equipment & Supplies
Yangon Region,North Okkalapa ,Shwe Nagar," 095186015, 0973141023","73, Thudhamar Rd., Ward (2),",Equipment & Supplies
Yangon Region,North Okkalapa ,Shwe Nagar," 095186015, 0973141023","73, Thudhamar Rd., Ward (2),",Equipment & Supplies
Yangon Region,North Okkalapa ,Soe Win," 019691985, 019699970, 095151409","524, Thudhamar Rd., Za Gwel Ward,",Equipment & Supplies
Yangon Region,North Okkalapa ,Soe Win," 019691985, 019699970, 095151409","524, Thudhamar Rd., Za Gwel Ward,",Equipment & Supplies
Yangon Region,Bahan,So Pyay Win," 09421029595, 09425018764, 0949321261","176, U Chit Maung Rd., Saya San (North-East) Ward,",Equipment & Supplies
Yangon Region,Bahan,So Pyay Win," 09421029595, 09425018764, 0949321261","176, U Chit Maung Rd., Saya San (North-East) Ward,",Equipment & Supplies
Yangon Region,Thingangyun,Shwe Yee Myint Moh," 09256303522, 09400502071, 0933108642","27/B, Than Thu Mar Rd., Nga Moe Yeik Ward,",Equipment & Supplies
Yangon Region,Thingangyun,Shwe Yee Myint Moh," 09256303522, 09400502071, 0933108642","27/B, Than Thu Mar Rd., Nga Moe Yeik Ward,",Equipment & Supplies
Yangon Region,North Okkalapa ,Sun Moon," 095014058, 095040272, 0973043874, 09797345345","371/A, Thudhamar Rd., Sa Lone Ward,",Equipment & Supplies
Yangon Region,North Okkalapa ,Sun Moon," 095014058, 095040272, 0973043874, 09797345345","371/A, Thudhamar Rd., Sa Lone Ward,",Equipment & Supplies
Yangon Region,Thingangyun,Star TK," 095086509, 095060860","Rm A/4, Than Thu Mar Rd., B.E.H.S (Thuwana) Shop Room, Thuwana/25 Ward,",Equipment & Supplies
Yangon Region,Thingangyun,Star TK," 095086509, 095060860","Rm A/4, Than Thu Mar Rd., B.E.H.S (Thuwana) Shop Room, Thuwana/25 Ward,",Equipment & Supplies
Yangon Region,North Okkalapa ,Sun Light," 09799488675, 09799488676","Rm 13, Thudhamar Rd., B.E.H.S (3) Shop Room, Nya Ward,",Equipment & Supplies
Yangon Region,North Okkalapa ,Sun Light," 09799488675, 09799488676","Rm 13, Thudhamar Rd., B.E.H.S (3) Shop Room, Nya Ward,",Equipment & Supplies
Yangon Region,Hlaing,Shwe Ohe," 09450018437, 09250445821","12, Rm 1, Yadanar Mon St.,",Equipment & Supplies
Yangon Region,Hlaing,Shwe Ohe," 09450018437, 09250445821","12, Rm 1, Yadanar Mon St.,",Equipment & Supplies
Yangon Region,Bahan,Star TK," 095059649, 09420009948","Bldg 3,Rm 001,Shwe Gon Daing Rd.,Aung Chan Thar Housing",Equipment & Supplies
Yangon Region,Bahan,Star TK," 095059649, 09420009948","Bldg 3,Rm 001,Shwe Gon Daing Rd.,Aung Chan Thar Housing",Equipment & Supplies
Yangon Region,Thaketa,Star Li," 09428040647, 09260261435","40, Yan Pyay St., Corner of Yan Pyay 17th St.,Yan Pyae Ward (3),",Equipment & Supplies
Yangon Region,Thaketa,Star Li," 09428040647, 09260261435","40, Yan Pyay St., Corner of Yan Pyay 17th St.,Yan Pyae Ward (3),",Equipment & Supplies
Yangon Region,Mayangone,Standard," 01660660, 01666793, 0943057068, 0949263893","105, Rm 1, Pyay Rd., 8 Mile, Ward (4),",Equipment & Supplies
Yangon Region,Mayangone,Standard," 01660660, 01666793, 0943057068, 0949263893","105, Rm 1, Pyay Rd., 8 Mile, Ward (4),",Equipment & Supplies
Yangon Region,Insein,Star Kyal," 09421137774, 095072994, 09450024441","109 Shed, Rm 9, Pearl St., Sawbwargyi Gone Warehouses,",Equipment & Supplies
Yangon Region,Insein,Star Kyal," 09421137774, 095072994, 09450024441","109 Shed, Rm 9, Pearl St., Sawbwargyi Gone Warehouses,",Equipment & Supplies
Yangon Region,Thingangyun,Solid Power," 095093673, 0973190471","94, Pyi Daw Aye St., Lay Daunt Kan Ward,",Equipment & Supplies
Yangon Region,Thingangyun,Solid Power," 095093673, 0973190471","94, Pyi Daw Aye St., Lay Daunt Kan Ward,",Equipment & Supplies
Yangon Region,Hlaing Thar Yar,Swan Arr Shin," 0931086010, 0943080887","304/A, Bo Aung Kyaw St., Ward (13),",Equipment & Supplies
Yangon Region,Hlaing Thar Yar,Swan Arr Shin," 0931086010, 0943080887","304/A, Bo Aung Kyaw St., Ward (13),",Equipment & Supplies
Yangon Region,Pabedan,Swan Arr Shin," 01379692, 01385630, 095454555, 0973211656","152, 27th St., Upper Middle Block,",Equipment & Supplies
Yangon Region,Pabedan,Swan Arr Shin," 01379692, 01385630, 095454555, 0973211656","152, 27th St., Upper Middle Block,",Equipment & Supplies
Yangon Region,Pabedan,Super Star," 0973248128, 09788995502, 0973156619, 09420135425","85, 27th St., Lower Middle Block,",Equipment & Supplies
Yangon Region,Pabedan,Super Star," 0973248128, 09788995502, 0973156619, 09420135425","85, 27th St., Lower Middle Block,",Equipment & Supplies
Yangon Region,South Dagon,"Tat Nay Win Co.,Ltd."," 0973068988, 095106000","160,Hakhar St.,Industrial Zone(1)",Equipment & Supplies
Yangon Region,South Dagon,"Tat Nay Win Co.,Ltd."," 0973068988, 095106000","160,Hakhar St.,Industrial Zone(1)",Equipment & Supplies
Yangon Region,Tarmwe,Super Light," 0973086253, 09250738006","23/B, East Race Course Rd., Corner of 166th St., Tarmway Gyee (Kha) Ward,",Equipment & Supplies
Yangon Region,Tarmwe,Super Light," 0973086253, 09250738006","23/B, East Race Course Rd., Corner of 166th St., Tarmway Gyee (Kha) Ward,",Equipment & Supplies
Yangon Region,North Okkalapa ,Swan Arr Shin," 095454555, 0973024804, 019690571 [Res], 095193717","124, Thudhamar Rd., Near 6 Curve Junction, Hta Wun Bae Ward,",Equipment & Supplies
Yangon Region,North Okkalapa ,Swan Arr Shin," 095454555, 0973024804, 019690571 [Res], 095193717","124, Thudhamar Rd., Near 6 Curve Junction, Hta Wun Bae Ward,",Equipment & Supplies
Yangon Region,Tarmwe,T & Z," 09428045941, 09798422427","36,Rm 2,South Race Course Rd.,Tarmway Gyee (Kha) Ward",Equipment & Supplies
Yangon Region,Tarmwe,T & Z," 09428045941, 09798422427","36,Rm 2,South Race Course Rd.,Tarmway Gyee (Kha) Ward",Equipment & Supplies
Yangon Region,Mingalar Taung Nyunt,Super Star," 09254827956, 098611573, 0973244278, 098620144","82, Upper Pazundaung Rd., Taung Lone Pyan Ward,",Equipment & Supplies
Yangon Region,Mingalar Taung Nyunt,Super Star," 09254827956, 098611573, 0973244278, 098620144","82, Upper Pazundaung Rd., Taung Lone Pyan Ward,",Equipment & Supplies
Yangon Region,Tarmwe,Super Life," 0973086253, 09250738006","130, Rm 20, Thamain Bayan Rd., Corner of East Race Course Rd., Tarmway Gyee (Kha) Ward,",Equipment & Supplies
Yangon Region,Tarmwe,Super Life," 0973086253, 09250738006","130, Rm 20, Thamain Bayan Rd., Corner of East Race Course Rd., Tarmway Gyee (Kha) Ward,",Equipment & Supplies
Yangon Region,Mingalar Taung Nyunt,Thit Lwin," 095170224, 0943068336","126, 92th St., Kan Daw Kalay (East) Ward,",Equipment & Supplies
Yangon Region,Mingalar Taung Nyunt,Thit Lwin," 095170224, 0943068336","126, 92th St., Kan Daw Kalay (East) Ward,",Equipment & Supplies
Yangon Region,Tarmwe,Thriving Loyal Power," 095159704, 095145096","5, 163th St., Tarmway Gyee (Ka/Ga-Nge) Ward,",Equipment & Supplies
Yangon Region,Tarmwe,Thriving Loyal Power," 095159704, 095145096","5, 163th St., Tarmway Gyee (Ka/Ga-Nge) Ward,",Equipment & Supplies
Yangon Region,Mingalar Taung Nyunt,Thitsar," 095068491, 09976040139","48, 94th St., Kan Daw Kalay (South) Ward,",Equipment & Supplies
Yangon Region,Mingalar Taung Nyunt,Thitsar," 095068491, 09976040139","48, 94th St., Kan Daw Kalay (South) Ward,",Equipment & Supplies
Yangon Region,Thaketa,Thiha Zaw [ko]," 09450035240, 09450035241","97, Min Nandar Rd., Corner of Yarza Di Yit Rd.,Yan Pyae Ward (3),",Equipment & Supplies
Yangon Region,Thaketa,Thiha Zaw [ko]," 09450035240, 09450035241","97, Min Nandar Rd., Corner of Yarza Di Yit Rd.,Yan Pyae Ward (3),",Equipment & Supplies
Yangon Region,Bahan,Thida Oo," 09785026955, 01557859, 095026955, 095000978","77, West Race Course Rd., Bo Sein Hman Ward,",Equipment & Supplies
Yangon Region,Bahan,Thida Oo," 09785026955, 01557859, 095026955, 095000978","77, West Race Course Rd., Bo Sein Hman Ward,",Equipment & Supplies
Yangon Region,Kamayut,Than Thein Yan," 09402609661, 09796318201","55, Baho Rd., Ward (3),",Equipment & Supplies
Yangon Region,Kamayut,Than Thein Yan," 09402609661, 09796318201","55, Baho Rd., Ward (3),",Equipment & Supplies
Yangon Region,North Okkalapa ,Tet Toe," 09420723690, 09795870176, 098303277, 09783663239","95, Thudhamar Rd., Hta Wun Bae Ward,",Equipment & Supplies
Yangon Region,North Okkalapa ,Tet Toe," 09420723690, 09795870176, 098303277, 09783663239","95, Thudhamar Rd., Hta Wun Bae Ward,",Equipment & Supplies
Yangon Region,South Dagon,Tet Lu," 095103755, 09263462808","1492, Pyi Htaung Su Rd., Ward (24),",Equipment & Supplies
Yangon Region,South Dagon,Tet Lu," 095103755, 09263462808","1492, Pyi Htaung Su Rd., Ward (24),",Equipment & Supplies
Yangon Region,Hlaing Thar Yar,Thazin," 09450048101, 09250557077","170, Bogyoke Aung San St., Ward (2),",Equipment & Supplies
Yangon Region,Hlaing Thar Yar,Thazin," 09450048101, 09250557077","170, Bogyoke Aung San St., Ward (2),",Equipment & Supplies
Yangon Region,Hlaing,Thein Kabar Aung," 0973121825, 09421036714","Bldg 5, Rm 2, Bayint Naung Rd., Bayint Naung Housing,",Equipment & Supplies
Yangon Region,Hlaing,Thein Kabar Aung," 0973121825, 09421036714","Bldg 5, Rm 2, Bayint Naung Rd., Bayint Naung Housing,",Equipment & Supplies
Yangon Region,Yankin,Tun Kyi [U] [2]," 0943065672, 0973118390","1123, Hnin Si St., Ward (11),",Equipment & Supplies
Yangon Region,Yankin,Tun Kyi [U] [2]," 0943065672, 0973118390","1123, Hnin Si St., Ward (11),",Equipment & Supplies
Yangon Region,Yankin,Tun Kyi [U] [1], 0973118390,"Bldg 3, Rm 1, Yankin Rd., Ward (1),",Equipment & Supplies
Yangon Region,Yankin,Tun Kyi [U] [1], 0973118390,"Bldg 3, Rm 1, Yankin Rd., Ward (1),",Equipment & Supplies
Yangon Region,Kamayut,Tun," 09425295285, 09254623727, 09796110475","Bldg 5,Rm 003,Kun Chan 6th St.,Hanthar Yeik Mon Housing",Equipment & Supplies
Yangon Region,Kamayut,Tun," 09425295285, 09254623727, 09796110475","Bldg 5,Rm 003,Kun Chan 6th St.,Hanthar Yeik Mon Housing",Equipment & Supplies
Yangon Region,Thaketa,Toe Hlyan," 09450026630, 09258919990, 0973122755","Rm 2/7, Ayeyar Wun Rd., Si Pin Shop Room, Ward (7-East),",Equipment & Supplies
Yangon Region,Thaketa,Toe Hlyan," 09450026630, 09258919990, 0973122755","Rm 2/7, Ayeyar Wun Rd., Si Pin Shop Room, Ward (7-East),",Equipment & Supplies
Yangon Region,Hlaing Thar Yar,Tin Moe Wai, 09420084152,"298, Bo Aung Kyaw St., Ward (13),",Equipment & Supplies
Yangon Region,Hlaing Thar Yar,Tin Moe Wai, 09420084152,"298, Bo Aung Kyaw St., Ward (13),",Equipment & Supplies
Yangon Region,North Okkalapa ,Thukha Aung," 09400408516, 09420118957, 09788839433","232, Thudhamar Rd., Nya Ward,",Equipment & Supplies
Yangon Region,North Okkalapa ,Thukha Aung," 09400408516, 09420118957, 09788839433","232, Thudhamar Rd., Nya Ward,",Equipment & Supplies
Yangon Region,North Okkalapa ,Top Brother," 0973243658, 098612834","Rm C/10, Thudhamar Rd., No(1) Plastic Factory Shop Room, Nga Ward,",Equipment & Supplies
Yangon Region,North Okkalapa ,Top Brother," 0973243658, 098612834","Rm C/10, Thudhamar Rd., No(1) Plastic Factory Shop Room, Nga Ward,",Equipment & Supplies
Yangon Region,Bahan,TM," 09796976889, 09449253482","37, West Race Course Rd., Tarmway Roundabout, Bo Sein Hman Ward,",Equipment & Supplies
Yangon Region,Bahan,TM," 09796976889, 09449253482","37, West Race Course Rd., Tarmway Roundabout, Bo Sein Hman Ward,",Equipment & Supplies
Yangon Region,Tarmwe,Win Myanmar," 095196458, 0943033639","38, Thamain Bayan Rd., Ma Hlwa Gone Htay Kywe Ward,",Equipment & Supplies
Yangon Region,Tarmwe,Win Myanmar," 095196458, 0943033639","38, Thamain Bayan Rd., Ma Hlwa Gone Htay Kywe Ward,",Equipment & Supplies
Yangon Region,North Okkalapa ,Win Latt," 0949575762, 0931298546, 09780135833","951, Thudhamar Rd., Near Ayeyar Bus Stop, Za Myin Zwel Ward,",Equipment & Supplies
Yangon Region,North Okkalapa ,Win Latt," 0949575762, 0931298546, 09780135833","951, Thudhamar Rd., Near Ayeyar Bus Stop, Za Myin Zwel Ward,",Equipment & Supplies
Yangon Region,Pabedan,Win Kabar," 01387023, 01294223 [Res]","200, 27th St., Upper Block,",Equipment & Supplies
Yangon Region,Pabedan,Win Kabar," 01387023, 01294223 [Res]","200, 27th St., Upper Block,",Equipment & Supplies
Yangon Region,Tarmwe,Win Kabar, 01200418,"271, Banyar Dala Rd., Ah Yoe Gone Ward,",Equipment & Supplies
Yangon Region,Tarmwe,Win Kabar, 01200418,"271, Banyar Dala Rd., Ah Yoe Gone Ward,",Equipment & Supplies
Yangon Region,Mingalardon,Win Hlyan Aung," 09420075259, 09420060969","131, Myo Patt St., Mingalardon Zay Ward,",Equipment & Supplies
Yangon Region,Mingalardon,Win Hlyan Aung," 09420075259, 09420060969","131, Myo Patt St., Mingalardon Zay Ward,",Equipment & Supplies
Yangon Region,Thaketa,Wady," 09421132680, 0943073360, 0931549185","Rm 4/5/6, Min Nandar Rd., Si Pin Shop Room, Ah Naw Mar Ward (1),",Equipment & Supplies
Yangon Region,Thaketa,Wady," 09421132680, 0943073360, 0931549185","Rm 4/5/6, Min Nandar Rd., Si Pin Shop Room, Ah Naw Mar Ward (1),",Equipment & Supplies
Yangon Region,North Dagon,Tun Tauk Lin," 09402585457, 0973257256","210, Pin Lon Rd., Near Kyaung Lan Bus Stop, Ward (32),",Equipment & Supplies
Yangon Region,North Dagon,Tun Tauk Lin," 09402585457, 0973257256","210, Pin Lon Rd., Near Kyaung Lan Bus Stop, Ward (32),",Equipment & Supplies
Yangon Region,Bahan,Tun Pyae Sone," 095194663, 0973080083","69,U Chit Maung Rd.,Saya San (South) Ward",Equipment & Supplies
Yangon Region,Bahan,Tun Pyae Sone," 095194663, 0973080083","69,U Chit Maung Rd.,Saya San (South) Ward",Equipment & Supplies
Yangon Region,Insein,U.C.M," 0943153726, 09420050613, 0973068470","94 Shed, Rm 2, Pearl St., Sawbwargyi Gone Warehouses,",Equipment & Supplies
Yangon Region,Insein,U.C.M," 0943153726, 09420050613, 0973068470","94 Shed, Rm 2, Pearl St., Sawbwargyi Gone Warehouses,",Equipment & Supplies
Yangon Region,Tarmwe,Zaw Brother," 09448015438, 09786680204, 09250515440","6, 140th St., Ma U Gone Ward,",Equipment & Supplies
Yangon Region,Tarmwe,Zaw Brother," 09448015438, 09786680204, 09250515440","6, 140th St., Ma U Gone Ward,",Equipment & Supplies
Yangon Region,Thaketa,Yaung Ni Oo," 0943126020, 0943179577, 09421159681","Bldg G, Rm G/1, G Flr, Nawarat St., Shwe Thapyay Yeik Mon Housing [1],",Equipment & Supplies
Yangon Region,Thaketa,Yaung Ni Oo," 0943126020, 0943179577, 09421159681","Bldg G, Rm G/1, G Flr, Nawarat St., Shwe Thapyay Yeik Mon Housing [1],",Equipment & Supplies
Yangon Region,Bahan,Yaung Ni Oo," 0973239815, 09964239815","23, West Race Course Rd., Near Tarmway Junction, Bo Sein Hman Ward,",Equipment & Supplies
Yangon Region,Bahan,Yaung Ni Oo," 0973239815, 09964239815","23, West Race Course Rd., Near Tarmway Junction, Bo Sein Hman Ward,",Equipment & Supplies
Yangon Region,Pabedan,Yar Pyae," 0973177966, 095112038, 0973252588","43, 27th St., Lower Middle Block,",Equipment & Supplies
Yangon Region,Pabedan,Yar Pyae," 0973177966, 095112038, 0973252588","43, 27th St., Lower Middle Block,",Equipment & Supplies
Yangon Region,Mayangone,Yan Yan," 0943088468, 098645163","55/56, Kyaik Waing Pagoda Rd., Kyaik Waing Pagoda Bus Stop, Ward (3),",Equipment & Supplies
Yangon Region,Mayangone,Yan Yan," 0943088468, 098645163","55/56, Kyaik Waing Pagoda Rd., Kyaik Waing Pagoda Bus Stop, Ward (3),",Equipment & Supplies
Yangon Region,North Dagon,Yadanar Tun," 0943089247, 0973064565","10, Pin Lon Rd., Ward (29),",Equipment & Supplies
Yangon Region,North Dagon,Yadanar Tun," 0943089247, 0973064565","10, Pin Lon Rd., Ward (29),",Equipment & Supplies
Yangon Region,North Okkalapa ,Yadanar Aung," 0933399348, 09440543548","Rm A/13, Thudhamar Rd., Plastic Factory Shop Room, Nga Ward,",Equipment & Supplies
Yangon Region,North Okkalapa ,Yadanar Aung," 0933399348, 09440543548","Rm A/13, Thudhamar Rd., Plastic Factory Shop Room, Nga Ward,",Equipment & Supplies
Yangon Region,Mayangone,Wun Shwe Myint," 09421098433, 0933202233","98, Rm 5, Yangon-Insein Rd., Corner of Aung Theiddi St.,Ward (3),",Equipment & Supplies
Yangon Region,Mayangone,Wun Shwe Myint," 09421098433, 0933202233","98, Rm 5, Yangon-Insein Rd., Corner of Aung Theiddi St.,Ward (3),",Equipment & Supplies
Yangon Region,North Okkalapa ,Zaw Myanmar," 0973211256, 0930328488","517, Taung Ngu St., Shwe Paukkan Ward (16),",Equipment & Supplies
Yangon Region,North Okkalapa ,Zaw Myanmar," 0973211256, 0930328488","517, Taung Ngu St., Shwe Paukkan Ward (16),",Equipment & Supplies
Yangon Region,Pabedan,Zaw Htay Myint & Brothers," 01373567, 095409060, 09250675058, 09250201301","59, 27th St., Lower Middle Block,",Equipment & Supplies
